afstemningid,sag_titel,sag_titel_en,dato
3758,"Forslag til lov om ændring af universitetsloven, lov om videregående kunstneriske uddannelsesinstitutioner, SU-loven og lov om arbejdsløshedsforsikring m.v. (Erhvervskandidatuddannelse).","Draft law amending the University Law, Law on Higher Artistic Education Institutions, the SU Act and the Law on Unemployment Insurance, etc. (Erhvervsuddannelse).",2017-11-30 00:00:00
3760,"Forslag til lov om ændring af militær straffelov, militær disciplinarlov og militær retsplejelov. (Anvendelsesområde i forhold til tjenstgørende militært personel m.v.).","Draft law amending military criminal law, military disciplinary law and judicial procedure (scope of military personnel in charge, etc.).",2017-12-05 00:00:00
3762,"Forslag til lov om ændring af lov om registrering af køretøjer, registreringsafgiftsloven, brændstofforbrugsafgiftsloven, lov om vægtafgift af motorkøretøjer m.v. og lov om afgift af naturgas og bygas m.v. (Krav om sovepladser i campingbiler, afgiftsgrundlag for veterankøretøjer, brug af prøveskilte og prøvemærker, fastsættelse af lovregler om registrering og afgiftsfritagelse for visse køretøjer, kørsel i uregistrerede køretøjer m.v. som led i offentligt hverv, adgang for forsvaret til at registrere og afmelde egne køretøjer og nedsættelse af afgiftssats for gas til motorbrændstof m.v.).","Proposal for a law amending the law on vehicle registration, registration fee law, fuel consumption tax law, law on vehicle weight tax, etc., and the law on the taxation of natural gas and urban gas, etc. (Requirements on sleeping places in camping cars, tax base on veteran vehicles, use of test signs and test marks, establishment of legal rules on registration and exemption for certain vehicles, driving in unregistered vehicles, etc. in the context of public service, access to the defence to register and cancel own vehicles, and reduction of the tax rate on gas for motor fuel, etc.).",2017-12-05 00:00:00
3767,Forslag til lov om ændring af lov om bygningsfredning og bevaring af bygninger og bymiljøer. (Ændrede retsvirkninger for visse fredede bygninger).,Draft law amending the Law on the Conservation and Conservation of Buildings and Urban Environments. (Change of legal effects for certain listed buildings).,2017-12-07 00:00:00
3768,Forslag til lov om udlodning af overskud og udbytte fra lotteri.,Draft law on the distribution of profits and dividends from lotteries.,2017-12-07 00:00:00
3769,Forslag til lov om trossamfund uden for folkekirken.,Draft law on religions outside the church.,2017-12-07 00:00:00
3770,"Forslag til lov om ændring af lov om social service, lov om almene boliger m.v. og lov om psykologer m.v. (Ændring af reglerne om udvidet lån til betaling af handicapbil, forsøg på det sociale område, stikprøvekontrol af indberetninger til Tilbudsportalen og forenkling af rammeaftalekonceptet samt demensmærkning m.v.).","Proposal for a law amending the Social Services Act, the General Housing Act, etc. and the Psychologists Act, etc. (Amendment of the rules on extended loans for the payment of disabled cars, social experiments, random checks on notifications to the Supply Portal and simplification of the Framework Agreement concept and dementia marking, etc.).",2017-12-07 00:00:00
3771,Forslag til skattekontrollov.,Draft tax control law.,2017-12-07 00:00:00
3772,Forslag til skatteindberetningslov.,Draft tax reporting law.,2017-12-07 00:00:00
3773,"Forslag til lov om ændring af aktieavancebeskatningsloven, kildeskatteloven, skattekontrolloven og forskellige andre love. (Konsekvensændringer som følge af skattekontrolloven og skatteindberetningsloven, gennemførelse af ændringsdirektiv om skattemyndighedernes adgang til oplysninger indberettet efter hvidvaskregulering m.v.).","Proposal for a law amending the Share Profit Tax Act, the withholding tax Act, the Tax Control Act and various other laws. (Consequences changes resulting from the Tax Control Act and the Tax Reporting Act, implementation of the Amending Directive on the access of tax authorities to information reported under money laundering regulation, etc.).",2017-12-07 00:00:00
3774,Forslag til lov om beskyttelse af havmiljøet i den eksklusive økonomiske zone ved Grønland.,Proposal for a law on the protection of the marine environment in the exclusive economic zone of Greenland.,2017-12-07 00:00:00
3775,Forslag til lov om ændring af lov om miljøbeskyttelse. (Implementering af dele af udvindingsaffaldsdirektivet og MCP-direktivet).,Proposal for a law amending the Law on the Protection of the Environment (Implementation of Parts of the Mining Waste Directive and the MCP Directive).,2017-12-07 00:00:00
3776,Forslag til lov om ændring af lov om naturbeskyttelse og lov om havstrategi. (National liste med handelsforbud m.v. over for visse invasive arter og nyaffattelse af bilag 1 til lov om havstrategi).,"Proposal for a law amending the Law on Nature Conservation and the Law on Marine Strategy. (National list of trade bans, etc. to certain invasive species and the re-application of Annex 1 to the Law on Marine Strategy).",2017-12-07 00:00:00
3777,Forslag til lov om ændring af dyreværnsloven og lov om hold af dyr. (Uddannelseskrav og offentliggørelse af kontrolresultater).,Proposal for a law amending the Animal Protection Act and the Animal Maintenance Act. (Educational requirements and publication of control results).,2017-12-07 00:00:00
3778,"Forslag til lov om ændring af lov om jagt og vildtforvaltning og lov om naturbeskyttelse. (Mulighed for fastsættelse af nærmere regler om jagt med visse rovfugle, jagttider, tidsbegrænsede initiativer, jagtformer, fodring af vildt og ændring af regler om jagttegn samt ophævelse af krav om dispensation til visse til- og ombygninger inden for skovbyggelinjen i landzone).",Proposal for a law amending the law on hunting and game management and the law on nature conservation.,2017-12-07 00:00:00
3779,Forslag til lov om ændring af fiskeriloven. (Oplysning om den sidste tredjedel af ejerkredsen i erhvervsfiskerselskaber).,Draft law amending the Law on Fisheries. (Information on the last third of the ownership of commercial fishing companies).,2017-12-07 00:00:00
3780,"Forslag til lov om ændring af lov om folkeskolen, lov om friskoler og private grundskoler m.v. og lov om efterskoler og frie fagskoler. (Lempelse af bindinger i regelsættet om »Fælles Mål«).","Draft law amending the law on primary schools, the law on free schools and private primary schools, etc., and the law on post-schools and free vocational schools.",2017-12-07 00:00:00
3787,"Forslag til lov om ændring af lov om efterskoler og frie fagskoler og lov om folkehøjskoler. (Lempelse af tilskudsbetingelser for bygninger og arealer, varetagelse af opgaver ud over skole- og undervisningsvirksomhed m.v.).","Proposal for a law amending the law on post-schools and free vocational schools and the law on folk high schools. (Simplification of grant conditions for buildings and land, carrying out tasks in addition to school and educational activities, etc.).",2017-12-12 00:00:00
3788,"Forslag til lov om ændring af jernbaneloven. (Certificering af virksomheder, der udfører opgaver for andre end jernbanevirksomheder og infrastrukturforvaltere).",Proposal for a law amending the Railway Act. (Certification of undertakings carrying out tasks for other than railway undertakings and infrastructure managers).,2017-12-12 00:00:00
3789,Forslag til lov om ændring af færdselsloven. (Bemyndigelse til at fastsætte regler om små motoriserede køretøjer).,Proposal for a law amending the Road Traffic Code.,2017-12-12 00:00:00
3795,"Forslag til lov om ændring af udlændingeloven. (Skærpelse af muligheden for at opnå tidsubegrænset opholdstilladelse for udlændinge, der aktivt har modarbejdet afklaringen af deres identitet i forbindelse med ansøgning om opholdstilladelse her i landet).",Proposal for a law amending the Aliens Act. (Strengthening the possibility of obtaining permanent residence permits for foreigners who have actively opposed the clarification of their identity in the context of applications for residence permits in this country).,2017-12-14 00:00:00
3796,Forslag til lov om ændring af udlændingeloven. (Etablering af Nationalt ID-center).,Proposal for a law amending the Aliens Act. (Establishment of National ID centre).,2017-12-14 00:00:00
3797,Forslag til lov om indfødsrets meddelelse.,Draft law on the notification of citizenship.,2017-12-14 00:00:00
3798,Forslag til lov om ændring af lov om trafikselskaber. (Implementering af takstreformer i Øst- og Vestdanmark og mulighed for overdragelse af trafikkøberansvar m.v.).,"Proposal for a law amending the law on transport companies. (Implementation of tariff reforms in East and West Denmark and possibility of transfer of traffic buyer responsibility, etc.).",2017-12-14 00:00:00
3799,Forslag til taxilov.,Suggested taxi law.,2017-12-14 00:00:00
3800,Forslag til lov om ændring af lov om leje og lov om leje af almene boliger. (Fremme af digital kommunikation i boliglejeforhold).,Proposal for a law amending the law on rental and the law on rental of general housing. (Promotion of digital communication in housing conditions).,2017-12-14 00:00:00
3801,Forslag til lov om ændring af lov om byfornyelse og udvikling af byer. (Tilpasning og forenkling af lovens anvendelses- og støttemuligheder).,Proposal for a law amending the law on urban renewal and development.,2017-12-14 00:00:00
3802,"Forslag til lov om ændring af offshoresikkerhedsloven og lov om kontinentalsoklen. (Sikkerhedszoner, nye anlægstyper og præciseringer i forhold til offshoresikkerhedsdirektivet).","Proposal for a law amending the offshore security law and the continental shelf law. (Security zones, new types of installations and clarifications in relation to the offshore safety directive).",2017-12-14 00:00:00
3803,Forslag til lov om ændring af lov om arbejdsmiljø. (Ændring af reglerne om arbejdsmiljøcertifikat m.v.).,"Proposal for a law amending the Law on Working Conditions. (Amendment of the rules on Health and Safety Certificate, etc.).",2017-12-14 00:00:00
3804,"Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om fleksydelse. (Nye regler om fradrag for frivilligt, ulønnet arbejde for dagpengemodtagere m.v.).","Draft law amending the law on unemployment insurance, etc. and the law on flexitime benefits (New rules on deductions for voluntary unpaid work for benefit recipients, etc.).",2017-12-14 00:00:00
3805,"Forslag til lov om ændring af lov om sygedagpenge. (Ordningen med ret til sygedagpenge ved livstruende, alvorlig sygdom gøres permanent).",Proposal for a law amending the Law on sickness benefit (The scheme for entitlement to sickness benefit in the event of a life-threatening serious illness is made permanent).,2017-12-14 00:00:00
3806,"Forslag til lov om ændring af lov om EKF Danmarks Eksportkredit. (Bestemmelse om udbyttepolitik, rammer for en udbyttepolitik og bestemmelse om omfattelse af arkivloven).","Proposal for a law amending the Law on EKF Danmarks Export Credit. (Determine on dividend policy, framework for a dividend policy and provision for the inclusion of the Archive Act).",2017-12-14 00:00:00
3807,"Forslag til lov om ændring af lov om gebyrer og morarenter vedrørende visse ydelser, der opkræves af regioner og kommuner og inddrives af restanceinddrivelsesmyndigheden, og skattekontrolloven. (Gebyr for underretninger om udlægsforretninger).",Proposal for a law amending the law on fees and interest on late payments in respect of certain services levied by regions and municipalities and recovered by the recovery authority and the Tax Control Act.,2017-12-14 00:00:00
3808,Forslag til lov om ændring af lov om frikommunenetværk. (Yderligere forsøgsmuligheder for frikommunenetværkene).,Proposal for a law amending the law on free community networks.,2017-12-14 00:00:00
3809,Forslag til lov om ændring af lov om kommunernes styrelse og regionsloven. (Beskyttelse af kommunalbestyrelses- og regionsrådsmedlemmers behandling af oplysninger som led i varetagelsen af deres hverv).,Proposal for a law amending the law on the administration of municipalities and the Regional Law. (Protection of the processing of information by municipal and regional council members in the performance of their duties).,2017-12-14 00:00:00
3811,Forslag til lov om forsøgsordning med medicinsk cannabis.,Proposal for a law on experimental medical cannabis.,2017-12-15 00:00:00
3812,"Forslag til lov om ændring af lov om lægemidler, lov om apoteksvirksomhed og lov om medicinsk udstyr. (Fremstilling, indførsel, forhandling og udlevering af lægemidler til redningsberedskab m.v. og delegation af kompetence vedrørende medicinsk udstyr).","Proposal for a law amending the Law on medicinal products, the Law on Pharmacy and the Law on Medical Devices.",2017-12-15 00:00:00
3813,Forslag til lov om ændring af retsplejeloven. (Begrænsning af pligten til at erstatte sagsomkostninger i straffesager).,Draft law amending the Code of Criminal Procedure. (Restricting the obligation to replace legal costs in criminal proceedings).,2017-12-15 00:00:00
3814,"Forslag til lov om ændring af straffeloven, retsplejeloven og udlændingeloven. (Selvstændig bestemmelse om indbrudstyveri).","Proposal for a law amending the Criminal Code, the Code of Criminal Procedure and the Aliens Act. (Self provision on burglary).",2017-12-15 00:00:00
3815,Forslag til lov om ændring af lov om våben og eksplosivstoffer og lov om vagtvirksomhed. (Initiativer mod rocker- og bandekriminalitet m.v.).,"Proposal for a law amending the Law on Arms and Explosives and the Law on Watchkeeping. (Initiatives against biker and gang crime, etc.).",2017-12-15 00:00:00
3834,"Forslag til lov om ændring af lov om assisteret reproduktion i forbindelse med behandling, diagnostik og forskning m.v. og sundhedsloven. (Ophævelse af forbuddet mod dobbeltdonation og ændring af reglerne for kastration).","Proposal for a law amending the Law on Assisted Reproduction for Treatment, Diagnostics and Research, etc., and the Health Act.",2017-12-19 00:00:00
3835,Forslag til lov om ændring af lov for Grønland om visse spil. (Bevarelse af monopolet for udbuddet af onlinebingo og heste- og hundevæddemål m.v.).,"Proposal for a law amending the law for Greenland on certain games. (Conservation of the monopoly for the supply of online bingo and horse and dog betting, etc.).",2017-12-19 00:00:00
3837,Forslag til lov om ændring af pensionsbeskatningsloven og forskellige andre love. (Målretning af aldersopsparing og regulering af fejlagtige pensionsindbetalinger).,Proposal for a law amending the Pension Tax Act and various other laws. (Measurement of age savings and regulation of erroneous pension payments).,2017-12-19 00:00:00
3838,Forslag til lov om indgåelse af dobbeltbeskatningsoverenskomst mellem Danmark og Aserbajdsjan.,Proposal for a law on the conclusion of a double taxation agreement between Denmark and Azerbaijan.,2017-12-19 00:00:00
3839,Forslag til lov om ændring af ligningsloven. (Udvidelse af fradragsretten for erhvervsmæssige lønudgifter m.v.).,Draft law amending the law on equations.,2017-12-19 00:00:00
3840,Forslag til lov om ændring af selskabsskatteloven og fondsbeskatningsloven. (Skattefritagelse for selvejende teatre og daginstitutioner m.v. og erklæringsordning for visse foreninger og fonde).,"Proposal for a Law amending the Corporate Tax Act and the Fund Tax Act (tax exemption for self-owned theatres and day-care institutions, etc. and declaration scheme for certain associations and foundations).",2017-12-19 00:00:00
3841,"Forslag til lov om ændring af chokoladeafgiftsloven, lov om forskellige forbrugsafgifter, kildeskatteloven, lov om afgift af konsum-is, spiritusafgiftsloven og øl- og vinafgiftsloven. (Annullering af indeksering af en række punktafgifter, nedsættelse og efterfølgende afskaffelse af råstofafgiften, afskaffelse af afgiften på te og tillægsafgiften på alkoholsodavand og ændringer af forskerskatteordningen).","Proposal for a law amending the chocolate tax law, law on excise duties, withholding tax law, law on taxes on consumption ice-cream, the liquor tax law and the beer and wine tax law. (Cancellation of indexation of a number of excise duties, reduction and subsequent abolition of the excise duty on raw materials, abolition of the tax on tea and the additional levy on alcohol drinks and amendments to the research tax scheme).",2017-12-19 00:00:00
3842,Forslag til lov om etablering af en ordning for borgerforslag med henblik på behandling i Folketinget.,Proposal for a law on the establishment of a system of citizens' proposals for consideration by the Folketing.,2017-12-19 00:00:00
3843,Forslag til lov om pakkerejser og sammensatte rejsearrangementer.,Proposal for a law on package travel and mixed travel arrangements.,2017-12-19 00:00:00
3844,Forslag til lov om ændring af lov om en rejsegarantifond. (Sammensatte rejsearrangementer og ændring af finansierings- og bestyrelsesstruktur).,Proposal for a law amending the law on a travel guarantee fund.,2017-12-19 00:00:00
3845,Forslag til lov om ændring af lov om Det Centrale Virksomhedsregister og forskellige andre love. (Ændring af reglerne om offentliggørelse af privatadresser i CVR m.v.).,"Proposal for a law amending the Central Business Register Act and various other laws. (Amendment of the rules on the publication of private addresses in the CVR, etc.).",2017-12-19 00:00:00
3850,Forslag til lov om ændring af lov om registrering af ledningsejere. (Ændring af arbejdsgang med udlevering af standardiserede ledningsoplysninger og udvidelse af lovens anvendelsesområde).,Proposal for a law amending the law on the registration of cable owners. (Change of working procedures with the provision of standardized wiring information and extension of the scope of the law).,2017-12-20 00:00:00
3851,Forslag til lov om ændring af lov om naturgasforsyning og lov om kommunal udligning og generelle tilskud til kommuner. (Øget incitament til konsolidering af naturgasdistributionssektoren og udvidet mulighed for at undtage transmissionsselskabers anlæg fra lov om naturgasforsyning).,Proposal for a law amending the Act on Natural Gas Supply and the Law on Municipal Equalisation and General Grants to Municipalities. (Increased incentive to consolidate the natural gas distribution sector and extended the possibility of exempting transmission companies from the Act on Natural Gas Supply).,2017-12-20 00:00:00
3852,Forslag til lov om ændring af lov om elektroniske kommunikationsnet og -tjenester. (Offentlige institutioners adgang til etablering af wi-fi-hotspots).,Proposal for a law amending the law on electronic communications networks and services.,2017-12-20 00:00:00
3853,"Forslag til lov om ændring af lov om elforsyning, lov om fremme af vedvarende energi, lov om naturgasforsyning, lov om Energinet.dk, lov om afgift af elektricitet og forskellige andre love. (Overførsel af opgaver fra Energinet til energi-, forsynings- og klimaministeren m.v.).","Proposal for a law amending the law on electricity supply, the law on the promotion of renewable energy, the law on natural gas supply, the Act on Energinet.dk, the law on the taxation of electricity and various other laws. (Transfer of tasks from the Energy Network to the Minister for Energy, Supply and Climate, etc.).",2017-12-20 00:00:00
3855,Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. (Et nyt dagpengesystem for fremtidens arbejdsmarked).,"Draft law amending the law on unemployment insurance, etc. (A new unemployment benefit system for the future labour market).",2017-12-20 00:00:00
3856,Forslag til lov om kontant og skattefri udbetaling af efterlønsbidrag og fleksydelsesbidrag.,Draft law on the cash and tax-free payment of pre-retirement and flexitime contributions.,2017-12-20 00:00:00
3857,Forslag til lov om ændring af lov om erhvervsuddannelser og lov om Arbejdsgivernes Uddannelsesbidrag. (Øget søgning til erhvervsuddannelse for voksne m.v.).,"Proposal for a law amending the Law on Vocational Training and the Law on Employers' Educational Contributions. (Increased search for vocational training for adults, etc.).",2017-12-20 00:00:00
3858,"Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag og forskellige andre love. (Modelparametre for erhvervsuddannelser til brug for beregning af praktikpladsafhængigt arbejdsgiverbidrag, indførelse af modregningsadgang, ændring af klageproces m.v.).",Proposal for a law amending the Law on Employers' Educational Contributions and various other laws.,2017-12-20 00:00:00
3859,"Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag, lov om godtgørelse og tilskud til befordring ved deltagelse i erhvervsrettet voksen- og efteruddannelse og lov om statens voksenuddannelsesstøtte. (Nedsættelse af VEU-bidrag, forbedret praktikbonus til arbejdsgivere og forhøjelse af VEU-godtgørelse og Statens Voksenuddannelsesstøtte (SVU) m.v.).","Proposal for a law amending the Law on Employers' Educational Contributions, the Law on Allowances and Allowances for Carriage by Participation in Adult and Continuing Vocational Training and the Law on State Adult Training Support (Reduction of VEU Contribution, Improvement of Workplace Bonus for Employers and Increase of VEU Allowance and State Adult Training Assistance (SVU) etc.).",2017-12-20 00:00:00
3863,Forslag til lov om ændring af integrationsloven og lov om danskuddannelse til voksne udlændinge m.fl. (Forenkling og justering af reglerne om fordeling og boligplacering af flygtninge og præcisering af personkreds for danskuddannelse m.v.).,Proposal for a law amending the law on integration and the law on Danish education for adult foreigners and others (Simplification and adjustment of rules on the distribution and housing of refugees and clarification of the scope of Danish education etc.).,2017-12-20 00:00:00
3910,Forslag til finanslov for finansåret 2018.,Draft Finance Act for the financial year 2018.,2017-12-22 00:00:00
3911,"Forslag til lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2021.","Proposal for a law on the establishment of expenditure ceilings for state, municipalities and regions for the financial year 2021.",2017-12-22 00:00:00
3912,"Forslag til lov om ændring af lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansårene 2014-2017, lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2018, lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2019 og lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2020. (Konsekvenser af aftale om tryghed om boligbeskatningen m.v.).","Proposal for a law amending the Law on the establishment of expenditure ceilings for state, municipalities and regions for the financial years 2014-2017, Act on the establishment of expenditure ceilings for state, municipalities and regions for the financial year 2018, Act on the establishment of expenditure ceilings for state, municipalities and regions for the financial year 2019 and Act on the establishment of expenditure ceilings for state, municipalities and regions for the financial year 2020.",2017-12-22 00:00:00
3913,Forslag til lov om ioniserende stråling og strålebeskyttelse (strålebeskyttelsesloven). ,Proposal for a law on ionizing radiation and radiation protection (Radio Protection Act).,2018-01-09 00:00:00
3918,Forslag til lov om forsikringsformidling.,Proposal for a law on insurance mediation.,2018-01-16 00:00:00
3922,Forslag til lov om ændring af lov om kystbeskyttelse. (Ændring af formålet med kystbeskyttelse og mulighed for forsøgsprojekter).,Proposal for a law amending the law on coastal protection (change of the objective of coastal protection and possibility of experimental projects).,2018-01-18 00:00:00
3923,Forslag til lov om ændring af lov om vandforsyning m.v. (Underretning om forhold vedrørende vand).,"Proposal for a law amending the Law on water supply, etc. (Information on water conditions).",2018-01-18 00:00:00
3924,Forslag til lov om ændring af lov om miljøbeskyttelse og lov om vandforsyning m.v. (Målrettet arealbeskyttelse for at beskytte grundvandet mod pesticider).,"Proposal for a law amending the Law on the Protection of the Environment and the Law on Water Supply, etc. (Measured area protection to protect groundwater against pesticides).",2018-01-18 00:00:00
3925,Forslag til lov om udstykning og salg af statslige arealer med campingpladser.,Proposal for a law on the development and sale of state land with campsites.,2018-01-18 00:00:00
3967,Forslag til lov om ferie.,Proposal for a law on vacation.,2018-01-25 00:00:00
3968,Forslag til lov om forvaltning og administration af tilgodehavende feriemidler.,Proposal for a law on the administration and administration of holiday allowances receivable.,2018-01-25 00:00:00
3969,"Forslag til lov om ændring af barselsloven. (Fraværsret til fædre og medmødre, hvis barnet er dødfødt, dør eller bliver bortadopteret inden den 32. uge efter fødslen, og fraværsret til begge adoptanter, hvis barnet dør inden den 32. uge efter modtagelsen af barnet).","Proposal for a law amending the law on maternity leave (right of absence for fathers and mothers if the child is still born, dies or is given up for adoption before the 32nd week after birth, and right of absence for both adopters if the child dies before the 32nd week after receipt of the child).",2018-01-25 00:00:00
3970,"Forslag til lov om sikkerhed for gasanlæg, gasinstallationer og gasmateriel (gassikkerhedsloven).","Proposal for a law on the safety of gas installations, gas installations and gas equipment (gas safety law).",2018-01-25 00:00:00
3971,Forslag til lov om ændring af lov om planlægning. (Forebyggelse af skader ved oversvømmelse eller erosion).,Draft law amending the law on planning. (Prevention of flood or erosion damage).,2018-01-25 00:00:00
3972,Forslag til lov om ændring af lov om planlægning. (Mulighed for at etablere kystbeskyttelsesanlæg uden tilvejebringelse af en lokalplan).,Draft law amending the law on planning. (Possibility of establishing coastal protection facilities without providing a local plan).,2018-01-25 00:00:00
3973,"Forslag til lov om ændring af lov om stormflod og stormfald. (Udvidelse af dækningsomfang ved stormflod og oversvømmelser fra vandløb og søer, ny organisering af oversvømmelsesordningen samt justering af stormfaldsordningen).","Proposal for a law amending the Law on Storm Floods and Stormfalls. (Enlargement of coverage by storms and floods from watercourses and lakes, new organisation of the flood scheme and adjustment of the stormfall scheme).",2018-01-25 00:00:00
3974,Forslag til lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v. (Kapacitetsloft).,Proposal for a law amending the law on institutions for general upper secondary education and general adult education etc. (Capacity ceiling).,2018-01-25 00:00:00
3990,Forslag til lov om ændring af lov om kommunernes styrelse og forskellige andre love. (Ophævelse af godkendelseskravet for små kommunale fællesskaber).,Proposal for a law amending the law on the administration of municipalities and various other laws. (Completion of the approval requirement for small municipal communities).,2018-02-08 00:00:00
3991,Forslag til lov om ændring af lov om kommunernes styrelse. (Afskaffelse af halvårsregnskab).,Proposal for a law amending the law on the administration of municipalities.,2018-02-08 00:00:00
3992,Forslag til lov om ændring af lov om Danmarks Statistik. (Introduktion af officiel offentligt produceret statistik og gennemførelse af forordning om europæiske statistikker).,Proposal for a law amending the Law on Statistics of Denmark. (Introduction of official statistics produced by public authorities and implementation of the Regulation on European statistics).,2018-02-08 00:00:00
3993,"Forslag til lov om ændring af straffeloven, lov om forældelse af fordringer, lov om erstatningsansvar og lov om erstatning fra staten til ofre for forbrydelser. (Ophævelse af forældelsesfrister for gerningsmandens strafansvar i sager om seksuelt misbrug af børn og for erstatningskrav mod forvaltningsmyndigheder for svigt i sager om overgreb mod børn, forhøjelse af niveauet for tortgodtgørelse for seksuelle krænkelser samt ophævelse af 72-timersreglen i sager om voldtægt, incest og seksuelt misbrug af børn m.v.).","Proposal for a law amending the Criminal Code, law on the limitation of claims, law on civil liability and law on compensation from the State to victims of crime. (Cancelling of limitation periods for the perpetrator's criminal liability in cases of sexual abuse of children and in respect of claims against administrative authorities for failure in cases of child abuse, raising the level of tort compensation for sexual offences, and repealing the 72-hour rule in cases of rape, incest and sexual abuse of children, etc.).",2018-02-08 00:00:00
3994,"Forslag til lov om ændring af lov om afgift af elektricitet, lov om afgift af ledningsført vand, spiritusafgiftsloven, lov om energiafgift af mineralolieprodukter m.v., lov om afgift af kvælstofoxider og øl- og vinafgiftsloven. (Lempelser i elafgiften og vandafgiften for campingpladser og lystbådehavne, afgiftslempelse for små producenter af spiritus (moderation), justering af moderationsordningen for små producenter af øl og afgiftsfritagelse for gas indeholdt i lightere ved indførsel).","Proposal for a Law amending the Law on the Tax of Electricity, the Law on the Tax of Conducted Waters, the Spirit Tax Act, the Law on the Energy Tax of Petroleum Products, etc., the Law on the Tax of Nitrogen oxides and the Law on the Beer and Wine Tax. (Emplements in the Electricity Tax and the Water Tax for Camping and Seaports, tax relief for small producers of spirits (modernisation), adjustment of the moderation scheme for small beer producers and exemption for gas contained in lighters on importation).",2018-02-08 00:00:00
6420,Forslag til lov om ændring af straffeloven. (Skærpelse af straffen for vidnetrusler og visse former for hærværk).,Draft law amending the penal code. (Strengthening the penalty for witness threats and certain forms of vandalism).,2018-02-20 00:00:00
6421,Forslag til lov om ændring af retsplejeloven. (Begrænsning af surrogatfængsling i eget hjem).,Proposal for a law amending the Code of Civil Procedure. (Restricting surrogate detention in your own home).,2018-02-20 00:00:00
6422,Forslag til lov om ændring af udlændingeloven. (Forlængelse af perioden for økonomisk sikkerhed i ægtefællesammenføringssager).,Proposal for a law amending the law on aliens.,2018-02-20 00:00:00
6423,"Forslag til lov om ændring af udlændingeloven. (Ophævelse af den særlige, lette adgang til domstolsprøvelse i sager om familiesammenføring med børn).","Proposal for a law amending the Aliens Act. (Completion of the special, facilitate access to justice in cases of family reunification with children).",2018-02-20 00:00:00
6424,Forslag til lov om ændring af udlændingeloven. (Øget kontrol på udlændingeområdet).,Proposal for a law amending the law on foreigners.,2018-02-20 00:00:00
6425,"Forslag til lov om ændring af lov om erhvervsfaglig studentereksamen i forbindelse med erhvervsuddannelse (eux) m.v. (Indførelse af erhvervsområde, erhvervsområdeprojekt, undervisningstid, fordybelsestid m.v.).","Proposal for a law amending the Law on Vocational Baccalaureate in Vocational Training (eux) etc. (Introduction of Vocational Area, Vocational Area Project, Teaching Time, Depth Time, etc.).",2018-02-20 00:00:00
6426,"Forslag til lov om ændring af lov om vejledning om uddannelse og erhverv samt pligt til uddannelse, beskæftigelse m.v. (Uddannelsesparathedsvurdering).","Proposal for a law amending the law on guidance on education and training and compulsory education, employment, etc. (Training preparation assessment).",2018-02-20 00:00:00
6427,"Forslag til lov om ændring af lov om sikkerhed til søs, søloven og lov om Handelsflådens Velfærdsråd. (Sammenlægning af Handelsflådens Velfærdsråd og Søfartens Arbejdsmiljøråd og justering af den årlige afgift for mindre erhvervsfartøjer).","Proposal for a Law amending the Law on Safe Seas, the Maritime Law and the Law on the Welfare Council of the Merchant Navy. (Collaboration of the Maritime Welfare Council and the Maritime Safety Council and adjustment of the annual fee for small commercial vessels).",2018-02-22 00:00:00
6428,Forslag til lov om ændring af lov om politiets virksomhed. (Udvidet bemyndigelse til at fastsætte regler om zoneforbud).,Proposal for a law amending the law on police activities.,2018-02-22 00:00:00
6431,Forslag til lov om ændring af adoptionsloven. (Bemyndigelse til at indgå aftale med Færøerne om danske og færøske regler om adoption).,Proposal for a law amending the adoption law. (Authorisation to conclude an agreement with the Faroe Islands on Danish and Faroese adoption rules).,2018-02-27 00:00:00
6434,Forslag til lov om ændring af lov om indretning m.v. af visse produkter. (Konsekvensændringer som følge af EU-forordninger om tovbaneanlæg og personlige værnemidler m.v.).,"Proposal for a law amending the law on the installation, etc. of certain products. (Consequences changes resulting from EU regulations on cableway installations and personal protective equipment, etc.).",2018-03-01 00:00:00
6435,Forslag til lov om ændring af lov om produktionsskoler og lov om Arbejdsgivernes Uddannelsesbidrag. (Justering af skoleydelse og indsættelse af bilag 2 til lov om Arbejdsgivernes Uddannelsesbidrag).,Proposal for a law amending the Law on Production Schools and the Law on Employers' Educational Contributions.,2018-03-01 00:00:00
6436,Forslag til lov om ændring af lov om friskoler og private grundskoler m.v. (Permanent tilskudsmodel for inklusion på frie grundskoler).,Proposal for a law amending the law on free schools and private primary schools etc. (Permanent grant model for inclusion in free primary schools).,2018-03-01 00:00:00
6437,Forslag til lov om ændring af lov om medarbejderinvesteringsselskaber. (Ophævelse af revisionsbestemmelse).,Proposal for a law amending the law on employee investment companies.,2018-03-01 00:00:00
